date,ticker,sector,proba,rank
2025-10-21,ICICIGI_S56,Financials,0.63531065407564,329.0
2025-10-01,NMDC,Materials,0.6350859520167196,330.0
2025-09-16,COALINDIA_S32,Energy,0.6333350452356985,331.0
2025-09-16,ITC,Consumer Staples,0.6319744602516997,332.0
2025-10-09,ICICIPRULI_S102,Financials,0.6312474023180933,333.0
2025-09-02,BAJAJFINSV_S26,Financials,0.630459896029529,334.0
2025-10-31,WIPRO_S130,IT,0.630344055764216,335.0
2025-09-22,ADANITRANS,Utilities,0.6300411950747276,336.0
2025-09-04,ITC,Consumer Staples,0.6291231432428683,337.0
2025-09-24,INFY_S116,IT,0.6288370242804339,338.0
2025-10-10,POWERGRID,Utilities,0.6284617617436109,339.0
2025-10-09,POWERGRID,Utilities,0.6282227909493803,340.0
2025-09-22,INFY_S59,IT,0.6281858786978823,341.0
2025-10-15,BRITANNIA_S29,Consumer Staples,0.6277220775367659,342.0
2025-09-03,INFY_S116,IT,0.6272780026719383,343.0
2025-10-06,POWERGRID,Utilities,0.6268279848841102,344.0
2025-09-10,EICHERMOT_S94,Consumer Discretionary,0.6262825420880164,345.0
2025-09-11,DIVISLAB_S85,Healthcare,0.6260755914429171,346.0
2025-10-02,NMDC,Materials,0.6251518071292035,347.0
2025-09-12,NESTLEIND_S87,Consumer Staples,0.6251156958047529,348.0
2025-09-03,ICICIGI,Financials,0.6248928936720048,349.0
2025-10-10,TCS,IT,0.6247432080306123,350.0
2025-10-23,TITAN_S14,Consumer Discretionary,0.6240547636697598,351.0
2025-09-18,PEL,Financials,0.6239114402244773,352.0
2025-09-17,HAVELLS_S48,Industrials,0.6227677693838126,353.0
2025-10-29,ADANIGREEN_S51,Utilities,0.6226749450969439,354.0
2025-10-17,TECHM_S34,IT,0.6222093543232506,355.0
2025-09-08,AXISBANK,Financials,0.621800377504426,356.0
2025-09-11,ASIANPAINT_S124,Materials,0.6214804842976521,357.0
2025-10-16,ADANITRANS_S52,Utilities,0.6211412046919459,358.0
2025-09-11,NESTLEIND_S87,Consumer Staples,0.6210414936061438,359.0
2025-10-20,ADANIGREEN_S51,Utilities,0.6207972599960122,360.0
2025-10-17,POWERGRID_S134,Utilities,0.6202323970864048,361.0
2025-09-10,ONGC,Energy,0.6194161015748466,362.0
2025-10-01,UPL,Materials,0.6193830249759179,363.0
2025-09-05,ASIANPAINT_S124,Materials,0.6187987404587844,364.0
2025-09-24,INFY,IT,0.6175362346781728,365.0
2025-10-16,POWERGRID,Utilities,0.6174905881144488,366.0
2025-10-02,TATASTEEL_S23,Materials,0.6174797155124176,367.0
