date,ticker,sector,proba,rank
2025-11-10,BAJAJFINSV,Financials,0.33290080163359065,809.0
2025-10-29,TITAN,Consumer Discretionary,0.3325190814159895,810.0
2025-11-06,ICICIPRULI,Financials,0.3325006643635876,811.0
2025-10-30,SUNPHARMA,Healthcare,0.33206279297760394,812.0
2025-10-30,NTPC,Utilities,0.33194477095663266,813.0
2025-10-29,ASIANPAINT,Materials,0.3316517723187371,814.0
2025-10-31,NMDC,Materials,0.3315237285452107,815.0
2025-10-09,TCS,IT,0.3313060330602055,816.0
2025-11-03,NMDC,Materials,0.3312290635374684,817.0
2025-10-29,TATASTEEL,Materials,0.3311408616092101,818.0
2025-10-20,TECHM,IT,0.33086782728696335,819.0
2025-10-29,APOLLOHOSP,Healthcare,0.329997355985876,820.0
2025-11-05,LT,Industrials,0.3298822623227947,821.0
2025-11-05,RELIANCE,Energy,0.32967206908713276,822.0
2025-11-11,INDUSINDBK,Financials,0.3296190056316013,823.0
2025-11-10,TATASTEEL,Materials,0.3295387913431455,824.0
2025-11-10,HINDALCO,Materials,0.32942231555618606,825.0
2025-11-11,HINDALCO,Materials,0.32931566416373864,826.0
2025-10-14,SBILIFE,Financials,0.32815212587205295,827.0
2025-10-30,UPL,Materials,0.32679422495729415,828.0
2025-10-16,ICICIPRULI,Financials,0.32675691962578557,829.0
2025-10-20,HAVELLS,Industrials,0.32661067626740364,830.0
2025-10-27,RELIANCE,Energy,0.3260226832228931,831.0
2025-10-27,INFY,IT,0.32584857752222723,832.0
2025-11-11,TECHM,IT,0.3256926372505626,833.0
2025-11-05,NESTLEIND,Consumer Staples,0.32558325358143636,834.0
2025-10-23,ADANIPORTS,Industrials,0.32555219247531714,835.0
2025-10-23,NESTLEIND,Consumer Staples,0.3255150767417655,836.0
2025-10-15,SBIN,Financials,0.3251385374877841,837.0
2025-09-29,GRASIM,Materials,0.3250519443428867,838.0
2025-10-09,ASIANPAINT,Materials,0.32485416824276,839.0
2025-10-31,PEL,Financials,0.32407738515739687,840.0
2025-10-27,ITC,Consumer Staples,0.32403485602206694,841.0
2025-09-25,DRREDDY,Healthcare,0.3238497814020283,842.0
2025-10-28,ITC,Consumer Staples,0.32377706676272955,843.0
2025-11-06,MUTHOOTFIN,Financials,0.3236776110040974,844.0
2025-10-30,INDUSINDBK,Financials,0.3234336960533351,845.0
2025-11-03,SIEMENS,Industrials,0.3225702944839332,846.0
2025-11-05,UPL,Materials,0.3224029555589296,847.0
2025-10-23,COALINDIA,Energy,0.32183633867390515,848.0
2025-10-24,ICICIBANK,Financials,0.32177486200998506,849.0
2025-10-13,SIEMENS,Industrials,0.32131961797420994,850.0
2025-11-10,NMDC,Materials,0.3212249837164203,851.0
2025-10-06,DIVISLAB,Healthcare,0.32070056864218804,852.0
2025-11-05,NTPC,Utilities,0.32064275101037865,853.0
2025-09-26,GRASIM,Materials,0.32062648450700754,854.0
2025-09-23,BRITANNIA,Consumer Staples,0.3203895588297267,855.0
2025-11-07,HINDUNILVR,Consumer Staples,0.31993807268609975,856.0
2025-10-06,BAJFINANCE,Financials,0.31989951857159926,857.0
2025-11-04,EICHERMOT,Consumer Discretionary,0.3194818779692257,858.0
2025-11-07,HINDALCO,Materials,0.31945380121478195,859.0
2025-11-05,ASIANPAINT,Materials,0.3193580042499542,860.0
2025-11-03,APOLLOHOSP,Healthcare,0.31914828646041205,861.0
2025-10-13,TATASTEEL,Materials,0.31906488503479397,862.0
2025-10-31,JSWSTEEL,Materials,0.3190635032970569,863.0
2025-10-29,INDUSINDBK,Financials,0.31896650676889093,864.0
2025-10-24,PIDILITIND,Materials,0.3189460957958223,865.0
2025-10-16,EICHERMOT,Consumer Discretionary,0.31870698139599324,866.0
2025-10-07,ITC,Consumer Staples,0.3186531361510455,867.0
2025-11-06,GRASIM,Materials,0.3183828810851143,868.0
2025-10-14,BRITANNIA,Consumer Staples,0.31830744569792213,869.0
2025-10-20,BRITANNIA,Consumer Staples,0.3181635050736248,870.0
2025-10-27,HAVELLS,Industrials,0.3181490427272724,871.0
2025-11-10,INDUSINDBK,Financials,0.3179768634852886,872.0
2025-11-11,COALINDIA,Energy,0.31792943930588397,873.0
2025-10-29,SIEMENS,Industrials,0.31784269207768867,874.0
2025-10-10,BAJFINANCE,Financials,0.3174907371542118,875.0
